Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-30,286.3257141113281,288.03425941034106,282.1101462280734,282.2679827842067,113394800
2020-07-01,288.3314208984375,289.60354975298884,286.98504934237536,287.4493212589986,72396500
2020-07-02,289.9193115234375,293.1413604280695,289.2507586910468,291.7856657471372,69344200
2020-07-06,294.394775390625,294.9797624687248,293.0112543142278,293.76337246124024,61713800
2020-07-07,291.35845947265625,294.83120406239897,290.9777531311588,292.8441351539639,82910000
2020-07-08,293.5870056152344,293.69842635013094,290.355690955589,292.1291848808781,54638600
2020-07-09,291.9155578613281,294.4411977283452,288.4799350140295,294.19976731100644,83354200
2020-07-10,294.8962097167969,295.1654953418767,290.4113558184746,291.8505873135607,57550400
2020-07-13,292.3426818847656,299.6503159393329,291.6834238219176,297.2546857699266,102997500
2020-07-14,296.1312255859375,296.9111990418323,289.7056894917893,290.9127851965743,93657000
2020-07-15,298.8518371582031,299.95680658213604,296.4561782096947,299.3718194357117,87196500
2020-07-16,297.8676452636719,298.32262276742114,296.2891090887929,296.93910124007596,54622500
2020-07-17,298.7311706542969,299.5204387054067,296.8926433709142,298.8797410916634,62774900
2020-07-20,301.14532470703125,301.8974428998221,297.70970139566236,298.46181958845324,56308800
2020-07-21,301.78607177734375,303.5688602543926,300.7925229713183,303.1231773035864,57292200
2020-07-22,303.5038757324219,303.81960562629945,301.3125255122334,301.4239462574072,57792900
2020-07-23,299.88250732421875,303.8474076129059,298.508280591799,303.1417052344792,75738000
2020-07-24,297.9511413574219,298.98181138159134,296.4376104179371,298.0161462247771,73766600
2020-07-27,300.1239318847656,300.3003574759023,297.8489882118405,298.6475506249182,48293000
2020-07-28,298.2203674316406,300.51387131057743,297.92322667185795,299.39031312581835,57495000
2020-07-29,301.88812255859375,302.4545489495619,299.0653417823522,299.1024914646054,48454200
2020-07-30,300.8110656738281,301.22892175215213,296.79977767170465,298.89826755915107,61861700
2020-07-31,303.18804931640625,303.2902038486888,298.3689057138642,302.61235681214765,84986800
2020-08-03,305.2959289550781,306.0666078535078,304.31167477785067,304.8595122284276,53077900
2020-08-04,306.4751892089844,306.4751892089844,304.43238134859746,304.43238134859746,41917900
2020-08-05,308.3786315917969,308.63865102868465,307.5150927600926,307.7843783647945,42697700
2020-08-06,310.4400634765625,310.56077871507983,307.4687400574981,307.7937360834501,43679400
2020-08-07,310.6628723144531,310.9507185943197,308.5550599811598,309.4650430078732,57308300
2020-08-10,311.5914306640625,311.7771224105335,309.1679167594492,311.117864287285,44282100
2020-08-11,309.0193176269531,313.42063382897584,308.28578854070236,312.7799364388758,69601100
2020-08-12,313.3278503417969,314.1078238035738,311.44290739160823,311.4707625746392,53774400
2020-08-13,312.7613525390625,314.07989702140344,311.83280886715886,312.55707179776755,41816100
2020-08-14,312.7706604003906,313.30923162176055,311.63783593881504,312.3713934052784,47260400
2020-08-17,313.7642517089844,314.1635187584789,312.7799975076258,313.7921068906489,35481000
2020-08-18,314.4421081542969,314.86923039801013,312.55713690426006,314.16352799255435,38733900
2020-08-19,313.13287353515625,315.34278424193514,312.5664470138411,314.82280191835054,68054200
2020-08-20,314.1078186035156,314.59065121369554,311.26647663375564,311.3964580401114,42207800
2020-08-21,315.2220458984375,315.44488733306434,313.42993490529074,313.77351989954946,55106600
2020-08-24,318.4162902832031,318.4905613278083,315.1942417800255,317.67343815259494,48588700
2020-08-25,319.5304260253906,319.6139915507741,317.8126146607688,318.98258868994196,38463400
2020-08-26,322.7339782714844,323.003235573334,319.5769349904524,320.124772436954,50790200
2020-08-27,323.4396667480469,324.8974873931608,321.7682991530908,323.60682617707005,58034100
2020-08-28,325.5289001464844,325.65890989106765,323.27254532473523,324.4703748611952,48588900
2020-08-31,324.34967041015625,326.19746372025384,324.117534433032,325.3153640093284,66099200
2020-09-01,327.404541015625,327.5066672292479,324.28461919373416,325.1853077897396,54908700
2020-09-02,332.1401672363281,333.11512700499287,328.175266613426,329.32668032848017,69540000
2020-09-03,320.70977783203125,330.9144657991405,318.10983801844066,330.4408993621019,148011100
2020-09-04,318.09124755859375,322.9753685422502,310.9414491618156,321.3968611281054,139156300
2020-09-08,309.40008544921875,318.15627540940744,309.0936784498061,312.6499888940206,114465300
2020-09-09,315.5098876953125,317.9890836308823,312.5570970441046,313.4299304331482,91462300
2020-09-10,310.031494140625,318.05409760860255,309.06580068183547,317.39483946374094,90569500
2020-09-11,310.1893310546875,312.8913968390174,307.3479893715586,311.8235771656819,84680200
2020-09-14,314.27490234375,316.0577187703113,310.3378860035971,313.3742137938295,65605700
2020-09-15,315.8627624511719,317.5805458417575,314.2842266287377,316.7448620744899,52920900
2020-09-16,314.60919189453125,318.54620822308874,314.33061177472035,317.1069767832356,82096000
2020-09-17,311.8421936035156,313.56930006818635,309.19583770548394,309.72511455247275,91523300
2020-09-18,308.251953125,312.7640908894413,305.7535016145823,312.65222417260696,105877900
2020-09-21,304.8212890625,304.9704541918905,299.9362519889033,303.63732818903327,99450800
2020-09-22,307.92578125,308.4851435116045,303.78654034461164,306.31298801029516,63612100
2020-09-23,300.7846374511719,308.7647876041219,300.2812086542762,308.4850922945836,93112200
2020-09-24,301.58636474609375,304.6628139646036,298.13698845232335,299.460811288679,76681300
2020-09-25,306.462158203125,307.2545572655191,299.85243135511723,300.72873049057614,71069400
2020-09-28,311.55218505859375,312.2700155081227,309.6503653899457,310.64789110122877,64584600
2020-09-29,309.85546875,312.09288862759786,309.15627326010457,311.3470914851777,51304000
2020-09-30,312.204833984375,315.3745150246238,310.33098066616634,310.52674746870787,104081100
2020-10-01,314.209228515625,315.7940550097846,312.3167399856008,314.8151924236962,88698700
2020-10-02,311.2259521484375,314.1812314984031,308.7554666384085,309.23092876593313,89431100
2020-10-05,316.7449035644531,316.93133863367797,313.24892595017747,313.29552760489906,45713100
2020-10-06,312.2420959472656,318.99168333486006,311.7293638988455,316.8847648697731,90128900
2020-10-07,317.6771545410156,318.48821677065575,315.1880060376676,315.2159727197125,56999600
2020-10-08,320.49261474609375,320.55787982978075,318.7026615027777,319.6256190354236,45242500
2020-10-09,323.35467529296875,323.8208057090029,321.5274520282108,322.1520508535046,59528600
2020-10-12,328.556640625,330.0389317643469,325.4149265324529,325.90902357890184,80388500
2020-10-13,326.4125061035156,328.5939931462487,325.4429468232973,328.4168613032181,73255500
2020-10-14,324.3614807128906,328.0905237679991,323.625015193752,326.99046289482385,57727900
2020-10-15,323.9606018066406,324.4453671413226,319.88662699209056,320.42732569422276,60357700
2020-10-16,323.7648620605469,326.9904764710436,323.58773023204765,325.3217216685026,89501900
2020-10-19,318.8424987792969,325.66662564516025,317.93820474053496,325.03269518199545,68425600
2020-10-20,320.1196594238281,323.3825716262022,319.42979566229104,320.19422775602,60051900
2020-10-21,319.5137023925781,322.2545509759676,319.2060404462976,320.07303602156605,63575000
2020-10-22,321.266357421875,321.85368623549795,317.5746128866816,319.7281329030727,55399300
2020-10-23,322.357177734375,322.5529445602362,319.8866920021182,322.4970111814187,49143900
2020-10-26,316.3999328613281,319.74674493963164,312.88529225586126,318.9543177541629,91473000
2020-10-27,315.3092041015625,317.0804936797545,315.09477390591474,316.7448934956148,65994100
2020-10-28,304.5323486328125,315.3372490364579,304.0382514944351,309.60385019859126,127094300
2020-10-29,307.62744140625,310.81575753836887,303.06867225462327,304.765393806988,90597700
2020-10-30,304.4205017089844,307.3571180416078,300.74739125219173,306.04262667455134,120287300
2020-11-02,307.83251953125,309.84617777055985,305.0730071507982,307.83251953125,86068300
2020-11-03,313.267578125,315.33719812431735,307.9164105336659,311.0860913879369,93294200
2020-11-04,320.2688293457031,324.37077048590373,316.5863884247595,317.77034919955645,126959700
2020-11-05,326.5150146484375,328.33293459503574,325.22849018781005,325.58275384512393,82039700
2020-11-06,326.44049072265625,327.69904866845604,324.10050668381683,326.2260604665925,74973000
2020-11-09,330.5423583984375,339.69716549113775,330.07622803873187,339.3149351821384,172304200
2020-11-10,330.0576171875,331.12037969112043,326.76673774549005,329.544856684147,85552000
2020-11-11,332.5094299316406,333.3391271443563,331.00847543960475,332.25770133931104,58649000
2020-11-12,329.2838439941406,332.55608865324723,327.4659524226816,331.49329763734,67546200
2020-11-13,333.8425598144531,334.5883569886308,330.68218240938904,331.20424612138106,62892200
2020-11-16,338.009765625,338.2055324040506,335.23161852319635,336.5274745400829,74541100
2020-11-17,336.1918640136719,337.4038200477033,334.06631066128045,335.58590022182614,66111000
2020-11-18,332.1458740234375,337.0122764984411,332.1085756256408,336.4622460448913,70591300
2020-11-19,333.54425048828125,333.9171490987625,330.16013940874217,331.5119288783694,59940900
2020-11-20,331.26025390625,333.4883711189808,331.1856855522155,333.2832725824547,70417300
2020-11-23,333.24591064453125,334.5138000241452,330.8313587818934,333.0781105421872,63230600
2020-11-24,338.61578369140625,339.16581417336886,334.9520054155988,335.8096694568364,62415900
2020-11-25,338.09375,338.55988046184575,336.993688938127,338.5319137721488,45330900
2020-11-27,339.0352783203125,339.510711954968,338.01908906996096,339.1937467150843,28514100
2020-11-30,337.5343017578125,338.5224958091231,334.8400831689641,338.2521322440398,83872700
2020-12-01,341.22601318359375,342.7735691873469,340.20985254776235,340.80651298549947,74231400
2020-12-02,341.9439392089844,342.10240760927593,339.529387204614,340.10738433573124,45927000
2020-12-03,341.8506774902344,343.24906853668045,340.7412849840267,341.84134577914966,62882000
2020-12-04,344.7966613769531,344.7966613769531,342.3448109293827,342.43804269912846,50749900
2020-12-07,344.0880432128906,344.5821401667038,342.8108508105999,344.0227781462673,48944300
2020-12-08,345.0950012207031,345.6636666663259,342.76434916419834,342.8109508251914,42458900
2020-12-09,341.9998474121094,345.91532532686597,341.1608184625429,345.756856938236,74098300
2020-12-10,341.88800048828125,342.94143125412984,339.7437836592183,340.6201110540834,57735400
2020-12-11,341.4870910644531,341.89728805813144,338.6530389540168,340.1819317438128,57698600
2020-12-14,339.9582214355469,344.75002707857266,339.7810896102844,343.66862960375323,69216200
2020-12-15,344.55426025390625,344.55426025390625,341.1328791037592,342.51260685790055,63865300
2020-12-16,345.0950012207031,346.0179303309694,343.88304508111514,344.76870424272397,58420500
2020-12-17,347.02471923828125,347.2298177334712,345.9153267120729,346.7450524040855,64119500
2020-12-18,345.6391906738281,347.48357455447973,343.6169198779141,347.31505913105894,136542300
2020-12-21,344.40325927734375,354.3273521272948,338.94502392425824,341.697556038171,96386700
2020-12-22,343.82281494140625,344.84330731460943,342.6899789779958,344.7309637244021,47949000
2020-12-23,344.13177490234375,346.05104449361977,343.80408706266854,344.7964934994354,46201400
2020-12-24,345.4706115722656,345.4986974709922,344.01945918536467,344.6092630586231,26457900
2020-12-28,348.4385070800781,348.8317096835501,347.4086431182886,348.0359044143665,39000400
2020-12-29,347.773681640625,350.15172542296045,347.1838492963959,349.9738385708402,53680500
2020-12-30,348.2698974609375,349.3091327174616,347.87669493158097,348.59758528314285,49455300
2020-12-31,350.0394287109375,350.7696906226059,347.55841250921895,348.0733301574872,78520700
2021-01-04,345.27398681640625,351.50931305450376,341.5571340888975,351.3782264882775,110210800
2021-01-05,347.6520080566406,348.7474151939953,344.58115947645473,344.6279883530067,66426200
2021-01-06,349.7304382324219,352.9417447610297,345.5829256357248,346.1353006445559,107997700
2021-01-07,354.9266052246094,355.6755816081708,351.9400140376987,352.1179009288276,68766800
2021-01-08,356.9488525390625,357.1641682352384,353.0541127402017,356.32156271560956,71677200
2021-01-11,354.542724609375,356.3121933540035,353.63457579782636,353.7562908815828,51034700
2021-01-12,354.6175231933594,355.63801534649735,352.36119467121426,354.7298953309491,52547700
2021-01-13,355.5725402832031,356.57428957260373,353.75624290642565,354.54267652756454,45303600
2021-01-14,354.32733154296875,356.8270904458733,353.9903008081656,356.3215157720566,49989100
2021-01-15,351.743408203125,353.50350553896874,349.8709386967397,352.6983573655993,107160000
2021-01-19,354.50531005859375,355.04834225610796,352.72646960899704,354.21507954915734,51233300
2021-01-20,359.4111022949219,360.25370769243494,356.415140246418,356.80834276517203,61836100
2021-01-21,359.7388000488281,360.4035472353348,358.81193686949877,359.972858716062,47840100
2021-01-22,358.46551513671875,359.6358084093018,357.49182313387803,357.8756827558788,52860500
2021-01-25,359.8792419433594,360.2349871014211,354.327348891495,359.20515186913644,70402000
2021-01-26,359.3174743652344,361.2461152977036,359.08341572224913,360.8341698003207,42665300
2021-01-27,350.53564453125,356.068795148532,348.2886869202177,355.97516596231895,123351100
2021-01-28,353.55029296875,357.57609050684005,351.9212538321037,352.361256685765,94198100
2021-01-29,346.472412109375,352.65156737557913,344.7871723613458,351.6778752037146,126765100
2021-02-01,352.2395935058594,353.27880031449973,346.76261476483063,349.88963525233873,75817600
2021-02-02,357.2203063964844,358.7838307771095,352.32381763939856,355.4414663399572,64450700
2021-02-03,357.50115966796875,359.2331992563624,356.2185229380869,358.0535346100254,52427100
2021-02-04,361.5644836425781,361.61128394926374,357.6135720376976,358.54043525435304,47142600
2021-02-05,362.987548828125,363.699096345573,361.5176820583244,363.4463232614555,48669800
2021-02-08,365.6090087890625,365.65580909374563,363.586738480656,364.4480583738054,38365200
2021-02-09,365.36553955078125,365.9647433876724,364.35441879054184,364.7663357138901,35551100
2021-02-10,365.2064208984375,367.26614867663744,362.7909479327446,367.11634769534874,59154400
2021-02-11,365.7962646484375,366.7137849728556,363.3527057088948,366.292467914223,42913300
2021-02-12,367.60321044921875,367.84661204525264,364.91619282989626,364.991107606842,50593300
2021-02-16,367.28485107421875,369.03563391424353,366.56396066123074,368.83900406119835,50972400
2021-02-17,367.3691101074219,367.6218831648104,364.5042059322884,365.5247267940273,52290600
2021-02-18,365.8056640625,366.5546404776683,363.01567405850335,364.7477141616512,59712800
2021-02-19,365.1595764160156,367.35973341937574,364.7101735265169,367.06950298187,83241000
2021-02-22,362.3509216308594,364.77576612098994,362.0794055626871,362.37900752952436,67414200
2021-02-23,362.7909851074219,364.1485369964713,355.95648249404564,360.13208170322883,107284100
2021-02-24,366.78863525390625,367.21932376060425,360.7031100835053,361.69551651787236,72433900
2021-02-25,357.9505920410156,366.89165036320054,356.4994397180611,365.5153842430116,146670500
2021-02-26,356.106201171875,360.9933472345688,354.1120453484226,359.84179688986745,152701600
2021-03-01,364.73834228515625,365.99292206524615,356.3028861317979,361.0027745609915,105348800
2021-03-02,361.8921813964844,365.19708885839384,361.3866066410272,364.9630301753362,79595300
2021-03-03,357.0986633300781,362.16366807695084,356.9956626525254,361.1900045292003,119940200
2021-03-04,352.67962646484375,359.5141284149185,348.1669683082812,356.9113970656126,183433000
2021-03-05,359.167724609375,360.2256743979512,348.8785143397938,356.19984802170217,152039600
2021-03-08,357.37957763671875,362.95952949180315,357.0987186028602,360.13211045501663,123149200
2021-03-09,362.48199462890625,365.04726851627913,360.7405832620537,361.2461579907032,113633600
2021-03-10,364.73834228515625,366.44229648522463,363.4182763548508,364.8413429708138,109899400
2021-03-11,368.4364013671875,370.42121414973377,366.76053343144366,367.2193078146035,86245000
2021-03-12,368.9326171875,369.07304666812473,366.2549998515435,367.06951941078046,64653600
2021-03-15,371.1328125,371.39495708136025,367.0320998138804,369.1854282627955,73427200
2021-03-16,370.6646423339844,372.4621967582161,369.88755161919505,371.7506778939467,73722500
2021-03-17,371.9286193847656,372.73376754122484,368.2211092684256,369.3726882764486,97959300
2021-03-18,366.51715087890625,371.4230112994617,365.8336892989774,369.3258548274589,115349100
2021-03-19,365.8389892578125,367.802125044602,363.6504017230037,366.2147039509197,113624500
2021-03-22,368.76019287109375,370.1503687335983,366.2992287259354,366.3555844952755,73778600
2021-03-23,365.8577880859375,369.5774125136502,365.06877858097994,368.1215072363825,90686600
2021-03-24,363.9979248046875,368.9104795107674,363.9509712192673,367.2667027083642,97588600
2021-03-25,366.045654296875,366.8440373087944,360.5976906558318,362.55145301854907,116128600
2021-03-26,371.9444274902344,372.3483200483968,366.5998024036919,367.200940149414,114409100
2021-03-29,371.7565612792969,372.6676844268979,368.9668360677922,370.46032126877253,108107600
2021-03-30,370.7703552246094,371.4466532028026,369.1641296106527,370.4791741597814,76262200
2021-03-31,372.27325439453125,373.84190010565226,371.31517743232524,371.3433553234137,112734200
2021-04-01,376.2933044433594,376.34968886703336,374.0108102290915,374.21745756527133,99682900
2021-04-05,381.69439697265625,382.23920768562596,378.89529792498365,378.97042940339537,91684800
2021-04-06,381.4689636230469,382.52097628372144,380.7926656747282,381.1308289814851,62021000
2021-04-07,381.9104309082031,382.2579677288621,380.83964255982676,381.2998909260838,55836300
2021-04-08,383.7232666015625,383.7796223731057,382.22978132527777,383.169082404591,57863100
2021-04-09,386.5130615234375,386.68215753369753,383.4791368368944,383.6012505856158,61104600
2021-04-12,386.6539611816406,386.92633789172277,385.30136515533724,385.9119052045941,56704900
2021-04-13,387.7998046875,388.42914898249666,386.1654300883869,386.55054694574426,56551000
2021-04-14,386.4754333496094,388.8330595224319,385.9306226812486,387.7716447361507,61659900
2021-04-15,390.62713623046875,390.8995415703954,388.57946675216493,388.6264203401687,60229800
2021-04-16,391.93280029296875,392.54334029694746,390.49567070474995,391.9233981087674,82037300
2021-04-19,390.0072021484375,391.44433168646464,388.67341063742913,390.99348550367637,78498500
