timestamp,Close,High,Low,trade_count,Open,Volume,vwap,symbol
2022-09-13 12:30:00+00:00,21664.35,22791.39,21186.0,10459,22728.06,1120.185044,21894.405891,BTC/USD
2022-09-21 18:00:00+00:00,18871.7,19900.0,18634.22,14023,19823.0,2241.713375,19072.31461,BTC/USD
2022-09-21 18:30:00+00:00,19592.36,19632.77,18970.29,8742,19060.56,1234.136786,19319.099081,BTC/USD
2022-09-21 18:45:00+00:00,19643.39,19785.0,19494.38,7336,19597.87,1109.011878,19638.182966,BTC/USD
2022-10-13 12:30:00+00:00,18326.24,18844.16,18185.92,10990,18844.16,1430.908995,18351.291274,BTC/USD
2022-10-13 15:15:00+00:00,18802.96,18858.46,18568.62,9078,18595.23,1069.222761,18760.176938,BTC/USD
2022-10-25 17:00:00+00:00,20101.58,20190.87,19813.42,9354,19816.71,1261.224055,20033.124214,BTC/USD
2022-10-26 14:15:00+00:00,20829.81,20969.47,20757.65,7293,20767.6,1067.736072,20853.2876,BTC/USD
2022-11-02 18:00:00+00:00,20643.11,20760.24,20217.36,11469,20439.76,1410.923735,20601.34731,BTC/USD
2022-11-02 18:30:00+00:00,20609.64,20803.22,20410.89,11841,20740.36,1622.178303,20632.001505,BTC/USD
2022-11-02 18:45:00+00:00,20454.81,20659.35,20375.04,9542,20601.07,1457.60015,20508.521756,BTC/USD
2022-11-08 18:00:00+00:00,19029.24,19553.59,18850.0,10747,19347.64,1106.650956,19142.707761,BTC/USD
2022-11-08 18:15:00+00:00,18757.71,19040.05,18525.28,11448,19032.61,1166.70132,18755.078995,BTC/USD
2022-12-14 19:00:00+00:00,17931.27,18324.25,17746.04,14029,18222.84,1037.791173,17972.093392,BTC/USD
2023-03-22 19:00:00+00:00,27513.0346557,28128.32,27164.52,46072,28088.36,1126.851801176,27611.370054,BTC/USD
2023-04-19 08:15:00+00:00,29307.63,29620.099504645,29018.71,20069,29497.15,1161.261696776,29299.376609,BTC/USD
