,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
52,3,1875,1898,574.7304124091447,620.7873530085373,526.185799780882,620.7873530085373,134.58426850192456,3.586553296253046,0.07805646241326526,2005-02-18,2005-03-13,23 days,
53,3,1906,1907,641.5758072010767,628.480180977477,,726.9431479324905,-43.097046635334955,3.810167964535661,-0.022391246756092144,2005-03-21,2005-03-22,1 days,
54,2,1912,1920,704.9203240575849,634.6695438633667,,776.7073066135519,-143.18074012427837,2.6791797358419034,-0.10155810184342334,2005-03-27,2005-04-04,8 days,
55,2,1945,1958,773.0646096441878,870.1605950610885,741.7234335180078,870.1605950610885,190.90552042439086,3.286450409410553,0.12347319877458715,2005-04-29,2005-05-12,13 days,
56,-2,2020,2022,886.7855713485382,931.0773431554393,931.0773431554393,771.9298005854313,-92.2192694428102,3.635725829007955,-0.051996374559056126,2005-07-13,2005-07-15,2 days,
57,-2,2025,2027,825.4782197709652,887.6722812595739,,703.5696806205436,-127.81442397927842,3.426301002061078,-0.07741841087869128,2005-07-18,2005-07-20,2 days,
58,-2,2056,2071,774.9884086729479,816.3990787600819,816.3990787600819,709.2769587882069,-86.00411514913408,3.1827749748660596,-0.055487355802136006,2005-08-18,2005-09-02,15 days,
59,-3,2090,2115,672.2305411228508,570.7367403038883,711.4120358179521,570.7367403038883,300.7525006126074,3.7289018442802173,0.1491316258408659,2005-09-21,2005-10-16,25 days,
60,-3,2120,2120,538.8206290453737,538.8206290453737,,448.7671812769313,-3.2329237742722428,3.2329237742722428,-0.002,2005-10-21,2005-10-21,0 days,
61,-3,2123,2149,540.3426023901,480.43734460793695,569.940926860119,480.43734460793695,176.65343350549492,3.062339840994111,0.10897618950403125,2005-10-24,2005-11-19,26 days,
62,-4,2152,2218,494.403626773604,520.1890409537295,520.1890409537295,434.2010102193382,-107.20002739141151,4.058370670909334,-0.05420673594719623,2005-11-22,2006-01-27,66 days,
63,3,2296,2304,662.4199120944428,735.3482636769526,626.8809406325034,721.8476082030527,214.59175022021515,4.1933045273141865,0.10798374580947089,2006-04-15,2006-04-23,8 days,
64,2,2305,2306,797.3598685449819,820.0397537902295,700.1685525204637,820.0397537902295,42.124971245824874,3.234799244670423,0.026415281799104188,2006-04-24,2006-04-25,1 days,
65,2,2307,2314,810.1893105118622,932.43309112241,772.1181666098018,917.1336276846109,241.00231641782702,3.485244803268545,0.14873210081330643,2006-04-26,2006-05-03,7 days,
66,2,2316,2325,973.3132801809166,1060.1548054534842,904.061366692089,1060.1548054534842,169.61611437386628,4.066936171268802,0.08713336077277119,2006-05-05,2006-05-14,9 days,
67,2,2326,2342,1029.356901717792,1149.6615069418754,1014.9421238338402,1149.6615069418754,236.25117363084743,4.358036817319334,0.11475668606126364,2006-05-15,2006-05-31,16 days,
68,-2,2395,2439,835.6523321766641,736.4685095945365,915.8530737232111,750.8952394807031,195.22340348071285,3.1442416835424014,0.11680898620375114,2006-07-23,2006-09-05,44 days,
69,-3,2456,2471,681.1944857944623,740.0351354680798,,612.1970039060569,-180.78563788464035,4.2636888637876265,-0.08846501337220612,2006-09-22,2006-10-07,15 days,
70,3,2582,2603,687.7694836349267,657.0577021572113,657.0577021572113,766.1869739127267,-96.1698259905225,4.034481557376415,-0.04660952459548699,2007-01-26,2007-02-16,21 days,
71,2,2624,2633,801.9225216811165,870.4874780999359,756.4560940585081,870.3103743914382,133.7850928380767,3.3448199995621044,0.0834152235540256,2007-03-09,2007-03-18,9 days,
72,2,2642,2644,1012.0943971909865,971.885619051094,,1129.246061987839,-84.38551631226916,3.967960032484161,-0.04168856015134392,2007-03-27,2007-03-29,2 days,
73,1,2701,2703,1233.0845769715886,1334.7167353673735,1146.8388514523324,1308.7714367292833,99.06435708344597,2.567801312338962,0.08033865554197783,2007-05-25,2007-05-27,2 days,
74,1,2707,2724,1400.9445318231901,1602.080468716737,1332.0607033869646,1552.9062822394005,198.1329118930069,3.0030250005399273,0.14142809182827298,2007-05-31,2007-06-17,17 days,
75,1,2734,2741,1865.5981734727168,2020.00885212276,1677.4823720532663,2020.00885212276,150.52507162444763,3.885607025595476,0.08068461567168722,2007-06-27,2007-07-04,7 days,
76,1,2742,2744,2003.1037157820474,1905.345647718136,,2223.7218503414892,-101.6665174274116,3.9084493635001833,-0.0507544949502124,2007-07-05,2007-07-07,2 days,
77,-1,2785,2793,1527.1429586572638,1351.751764014229,1615.2560732726736,1365.3422864191343,172.51229992036335,2.8788947226714927,0.11296408037139127,2007-08-17,2007-08-25,8 days,
